CODI_CAPA,CAPA_GENERICA,NOM_CAPA,ETRS89_COORD_X,ETRS89_COORD_Y,LONGITUD,LATITUD,EQUIPAMENT,DISTRICTE,BARRI,NOM_DISTRICTE,NOM_BARRI
K014,Transports i serveis relacionats,Autobusos diürns,425894.995,4583687.163,2.113468,41.401311,BUS -130--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K014,Transports i serveis relacionats,Autobusos diürns,432159.991,4588829.449,2.187833,41.448179,BUS -62-96-97-104--,8.0,53.0,Nou Barris,la Trinitat Nova
K014,Transports i serveis relacionats,Autobusos diürns,433543.331,4587826.133,2.204503,41.439259,BUS -11-V33--,9.0,59.0,Sant Andreu,el Bon Pastor
K014,Transports i serveis relacionats,Autobusos diürns,432421.406,4585503.054,2.191334,41.418242,BUS -34-126-B24--,9.0,61.0,Sant Andreu,la Sagrera
K015,Transports i serveis relacionats,Autobusos nocturns,427607.416,4580806.207,2.134296,41.37552,NITBUS -N14-N2-N28--,3.0,18.0,Sants-Montjuïc,Sants
K014,Transports i serveis relacionats,Autobusos diürns,425629.233,4585299.149,2.110091,41.415805,BUS -111--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Transports i serveis relacionats,Autobusos diürns,425842.631,4585398.886,2.112632,41.416723,BUS -111--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K014,Transports i serveis relacionats,Autobusos diürns,426186.152,4585514.956,2.116728,41.4178,BUS -111--,5.0,22.0,Sarrià-Sant Gervasi,"Vallvidrera, el Tibidabo i les Planes"
K015,Transports i serveis relacionats,Autobusos nocturns,431372.434,4590408.485,2.178226,41.462334,NITBUS -N3--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,431367.405,4590547.43,2.17815,41.463585,BUS -62-76-104-183--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,431044.853,4590415.266,2.174303,41.462367,BUS -183--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,427334.756,4580586.876,2.131062,41.37352,BUS -70--,3.0,17.0,Sants-Montjuïc,Sants - Badal
K014,Transports i serveis relacionats,Autobusos diürns,430361.874,4582695.795,2.167015,41.392782,BUS -39-47-B24-V17--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,430230.328,4582570.932,2.165456,41.391646,BUS -22-24--,2.0,7.0,Eixample,la Dreta de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,432772.227,4585139.949,2.195572,41.415001,NITBUS -N8--,10.0,72.0,Sant Martí,Sant Martí de Provençals
K014,Transports i serveis relacionats,Autobusos diürns,428871.158,4584469.734,2.148977,41.408629,BUS -27-87--,6.0,28.0,Gràcia,Vallcarca i els Penitents
K015,Transports i serveis relacionats,Autobusos nocturns,427566.228,4582375.893,2.133616,41.389654,NITBUS -N12--,4.0,19.0,Les Corts,les Corts
K014,Transports i serveis relacionats,Autobusos diürns,428194.808,4578732.362,2.141565,41.356894,BUS -109-V3-H16--,3.0,13.0,Sants-Montjuïc,la Marina de Port
K015,Transports i serveis relacionats,Autobusos nocturns,429416.961,4586928.007,2.155219,41.430817,NITBUS -N4--,7.0,43.0,Horta-Guinardó,Horta
K015,Transports i serveis relacionats,Autobusos nocturns,431124.63,4587854.855,2.17555,41.439313,NITBUS -N1--,8.0,52.0,Nou Barris,la Prosperitat
K014,Transports i serveis relacionats,Autobusos diürns,425646.175,4580879.785,2.110836,41.376004,BUS -157--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,433845.934,4587852.783,2.208122,41.439524,BUS -11-V33--,9.0,59.0,Sant Andreu,el Bon Pastor
K015,Transports i serveis relacionats,Autobusos nocturns,433845.934,4587852.783,2.208122,41.439524,NITBUS -N8--,9.0,59.0,Sant Andreu,el Bon Pastor
K014,Transports i serveis relacionats,Autobusos diürns,430999.329,4582359.186,2.174677,41.389805,BUS -B25-B20--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,427585.802,4585204.156,2.133512,41.415128,BUS -196--,5.0,25.0,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Transports i serveis relacionats,Autobusos diürns,427403.187,4585238.404,2.131323,41.41542,BUS -196--,5.0,25.0,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Transports i serveis relacionats,Autobusos diürns,429604.575,4581957.89,2.158043,41.38607,BUS -59--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,427975.616,4584867.515,2.138216,41.412131,NITBUS -N4-N5--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K014,Transports i serveis relacionats,Autobusos diürns,426498.313,4584205.187,2.120622,41.406032,BUS -H2--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K014,Transports i serveis relacionats,Autobusos diürns,429394.391,4582999.71,2.155408,41.395435,BUS -6-33-34-H8--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,427988.663,4583867.46,2.138491,41.403126,BUS -H6--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K015,Transports i serveis relacionats,Autobusos nocturns,429781.617,4582417.937,2.160107,41.390229,NITBUS -N7--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,433774.958,4587327.384,2.20733,41.434786,NITBUS -N8--,9.0,59.0,Sant Andreu,el Bon Pastor
K014,Transports i serveis relacionats,Autobusos diürns,430839.652,4588371.301,2.17208,41.44394,BUS -11-60--,8.0,50.0,Nou Barris,les Roquetes
K015,Transports i serveis relacionats,Autobusos nocturns,430737.075,4588425.02,2.170846,41.444415,NITBUS -N6--,8.0,49.0,Nou Barris,Canyelles
K014,Transports i serveis relacionats,Autobusos diürns,426102.515,4581943.219,2.116163,41.385624,BUS -7-33-67-113-H6-M14-E79-E43-E30-175--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,430484.112,4588477.409,2.167812,41.444865,BUS -27-47-V27--,8.0,49.0,Nou Barris,Canyelles
K015,Transports i serveis relacionats,Autobusos nocturns,430484.112,4588477.409,2.167812,41.444865,NITBUS -N6--,8.0,49.0,Nou Barris,Canyelles
K014,Transports i serveis relacionats,Autobusos diürns,427990.988,4586791.383,2.138171,41.42946,BUS -19--,7.0,39.0,Horta-Guinardó,Sant Genís dels Agudells
K015,Transports i serveis relacionats,Autobusos nocturns,429227.253,4582518.922,2.153465,41.39109,NITBUS -N3-N8--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,432510.258,4581293.967,2.192866,41.380339,BUS -47-59-D20--,1.0,3.0,Ciutat Vella,la Barceloneta
K015,Transports i serveis relacionats,Autobusos nocturns,432510.258,4581293.967,2.192866,41.380339,NITBUS -N12-N28--,1.0,3.0,Ciutat Vella,la Barceloneta
K014,Transports i serveis relacionats,Autobusos diürns,432768.169,4581953.957,2.195877,41.386305,BUS -59--,1.0,3.0,Ciutat Vella,la Barceloneta
K014,Transports i serveis relacionats,Autobusos diürns,429590.997,4578188.53,2.158318,41.352119,BUS -107--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,432308.907,4589415.615,2.18955,41.453471,BUS -11-V31--,9.0,57.0,Sant Andreu,la Trinitat Vella
K015,Transports i serveis relacionats,Autobusos nocturns,429613.091,4586568.474,2.157608,41.427596,NITBUS -N4--,7.0,37.0,Horta-Guinardó,el Carmel
K014,Transports i serveis relacionats,Autobusos diürns,432639.32,4588631.671,2.193593,41.446438,BUS -60-M19--,9.0,60.0,Sant Andreu,Sant Andreu
K015,Transports i serveis relacionats,Autobusos nocturns,432942.845,4585306.13,2.197595,41.416512,NITBUS -N8--,10.0,72.0,Sant Martí,Sant Martí de Provençals
K014,Transports i serveis relacionats,Autobusos diürns,429910.175,4586889.351,2.161126,41.430512,BUS -185--,7.0,43.0,Horta-Guinardó,Horta
K015,Transports i serveis relacionats,Autobusos nocturns,431224.964,4580875.777,2.177544,41.376464,NITBUS -N9--,1.0,2.0,Ciutat Vella,el Barri Gòtic
K014,Transports i serveis relacionats,Autobusos diürns,431480.547,4583349.965,2.18032,41.39877,BUS -6-7-H12--,2.0,5.0,Eixample,el Fort Pienc
K014,Transports i serveis relacionats,Autobusos diürns,430756.19,4583371.727,2.171654,41.398904,BUS -19-33-34-B24-H10-D50--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,431682.797,4582584.063,2.182826,41.391889,BUS -B25-B20--,2.0,5.0,Eixample,el Fort Pienc
K014,Transports i serveis relacionats,Autobusos diürns,431239.177,4586183.791,2.177111,41.424273,BUS -19-47-V25-D50--,7.0,35.0,Horta-Guinardó,el Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,430589.715,4584791.256,2.169499,41.411675,BUS -V21--,7.0,33.0,Horta-Guinardó,el Baix Guinardó
K014,Transports i serveis relacionats,Autobusos diürns,430716.062,4582602.024,2.171262,41.391968,BUS -7-54-H12--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,430283.579,4582909.165,2.166054,41.394697,BUS -H10--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,429236.931,4581111.663,2.153745,41.378416,BUS -L95-H12-E95-52--,2.0,10.0,Eixample,Sant Antoni
K014,Transports i serveis relacionats,Autobusos diürns,429315.363,4580998.981,2.154696,41.377408,BUS -13-55-91-L95-E95--,2.0,10.0,Eixample,Sant Antoni
K015,Transports i serveis relacionats,Autobusos nocturns,429641.957,4585617.568,2.158064,41.419035,NITBUS -N4-N5--,7.0,37.0,Horta-Guinardó,el Carmel
K014,Transports i serveis relacionats,Autobusos diürns,425479.511,4582109.699,2.108692,41.387066,BUS -JM-H4-E44-175--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,425664.685,4581836.887,2.11094,41.384626,BUS -H6--,4.0,21.0,Les Corts,Pedralbes
K014,Transports i serveis relacionats,Autobusos diürns,426894.026,4582156.808,2.125603,41.38762,BUS -7-33-63-67-78--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K015,Transports i serveis relacionats,Autobusos nocturns,432683.791,4581952.963,2.194868,41.386289,NITBUS -N0-N6-N8-N28--,1.0,3.0,Ciutat Vella,la Barceloneta
K015,Transports i serveis relacionats,Autobusos nocturns,430142.061,4585746.848,2.164033,41.420243,NITBUS -N4-N5--,7.0,37.0,Horta-Guinardó,el Carmel
K014,Transports i serveis relacionats,Autobusos diürns,431385.283,4590556.697,2.178363,41.46367,BUS -104--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,428015.3,4584276.781,2.138761,41.406815,BUS -131-V15--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Transports i serveis relacionats,Autobusos nocturns,428015.3,4584276.781,2.138761,41.406815,NITBUS -N5--,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K015,Transports i serveis relacionats,Autobusos nocturns,429896.022,4581451.889,2.161587,41.381538,NITBUS -N6--,2.0,10.0,Eixample,Sant Antoni
K015,Transports i serveis relacionats,Autobusos nocturns,427837.951,4579726.382,2.137181,41.365815,NITBUS -N1-N15-N16-N17-N18--,3.0,13.0,Sants-Montjuïc,la Marina de Port
K014,Transports i serveis relacionats,Autobusos diürns,428941.226,4587018.597,2.149515,41.431591,BUS -V21--,7.0,41.0,Horta-Guinardó,la Vall d'Hebron
K014,Transports i serveis relacionats,Autobusos diürns,427781.971,4585179.658,2.135862,41.414925,BUS -123-H2-V19--,5.0,25.0,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Transports i serveis relacionats,Autobusos diürns,429858.417,4585056.662,2.16072,41.414002,BUS -24-V19--,7.0,34.0,Horta-Guinardó,Can Baró
K014,Transports i serveis relacionats,Autobusos diürns,429669.034,4585195.731,2.158438,41.415238,BUS -24-V19--,7.0,34.0,Horta-Guinardó,Can Baró
K014,Transports i serveis relacionats,Autobusos diürns,430872.686,4588549.852,2.172455,41.445551,BUS -11-27-V29--,8.0,50.0,Nou Barris,les Roquetes
K015,Transports i serveis relacionats,Autobusos nocturns,432264.311,4584111.461,2.18961,41.405695,NITBUS -N2--,10.0,65.0,Sant Martí,el Clot
K014,Transports i serveis relacionats,Autobusos diürns,429253.8,4584492.967,2.153552,41.408872,BUS -24-116-H6-D40--,6.0,31.0,Gràcia,la Vila de Gràcia
K014,Transports i serveis relacionats,Autobusos diürns,432013.337,4586262.861,2.186366,41.425051,BUS -62-96-V29--,9.0,61.0,Sant Andreu,la Sagrera
K014,Transports i serveis relacionats,Autobusos diürns,427499.243,4582667.347,2.13278,41.392273,BUS -6-34--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K014,Transports i serveis relacionats,Autobusos diürns,427179.687,4583274.879,2.128885,41.397716,BUS -68--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K014,Transports i serveis relacionats,Autobusos diürns,427448.704,4583273.292,2.132103,41.397726,BUS -68-V9--,5.0,24.0,Sarrià-Sant Gervasi,les Tres Torres
K015,Transports i serveis relacionats,Autobusos nocturns,431869.145,4582374.037,2.185078,41.390013,NITBUS -N11-N15--,1.0,4.0,Ciutat Vella,"Sant Pere, Santa Caterina i la Ribera"
K014,Transports i serveis relacionats,Autobusos diürns,426609.353,4576097.65,2.122932,41.333021,BUS -21-109--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K015,Transports i serveis relacionats,Autobusos nocturns,432021.064,4588971.204,2.186154,41.449444,NITBUS -N1--,8.0,53.0,Nou Barris,la Trinitat Nova
K014,Transports i serveis relacionats,Autobusos diürns,430719.664,4590122.26,2.170443,41.4597,BUS -62-76-183--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,429624.774,4580980.429,2.158398,41.377268,BUS -13-55-91-120--,2.0,10.0,Eixample,Sant Antoni
K014,Transports i serveis relacionats,Autobusos diürns,426725.894,4581157.471,2.123713,41.378604,BUS -54-D20-52--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,427504.592,4582324.326,2.132885,41.389184,BUS -78-V7--,4.0,19.0,Les Corts,les Corts
K015,Transports i serveis relacionats,Autobusos nocturns,428056.037,4582249.994,2.139489,41.388564,NITBUS -N0--,4.0,19.0,Les Corts,les Corts
K014,Transports i serveis relacionats,Autobusos diürns,430059.565,4582784.307,2.163389,41.393553,BUS -7-22-24-V15--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,426507.97,4583517.152,2.120821,41.399837,BUS -68-H4--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K014,Transports i serveis relacionats,Autobusos diürns,427716.862,4575661.756,2.136218,41.329195,BUS -21-109--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,426144.386,4576220.275,2.117361,41.334083,BUS -109--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K014,Transports i serveis relacionats,Autobusos diürns,427491.321,4581398.703,2.132837,41.380846,BUS -54--,3.0,18.0,Sants-Montjuïc,Sants
K014,Transports i serveis relacionats,Autobusos diürns,427484.411,4581894.958,2.132695,41.385315,BUS -59-H8--,4.0,19.0,Les Corts,les Corts
K014,Transports i serveis relacionats,Autobusos diürns,431206.861,4590079.527,2.176281,41.459357,BUS -D50--,8.0,55.0,Nou Barris,Ciutat Meridiana
K014,Transports i serveis relacionats,Autobusos diürns,429323.825,4582244.631,2.154652,41.388628,BUS -59--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,430658.689,4583369.329,2.170488,41.398874,NITBUS -N4--,2.0,7.0,Eixample,la Dreta de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,429790.667,4583050.153,2.160142,41.395924,NITBUS -N4--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,432426.598,4587849.796,2.191134,41.439378,BUS -H4-V31-133--,9.0,60.0,Sant Andreu,Sant Andreu
K014,Transports i serveis relacionats,Autobusos diürns,432276.653,4581083.307,2.190097,41.378422,BUS -47-59-D20--,1.0,3.0,Ciutat Vella,la Barceloneta
K015,Transports i serveis relacionats,Autobusos nocturns,427478.203,4575714.651,2.13336,41.32965,NITBUS -N1--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K015,Transports i serveis relacionats,Autobusos nocturns,429515.483,4584670.17,2.156662,41.410491,NITBUS -N0--,6.0,30.0,Gràcia,la Salut
K014,Transports i serveis relacionats,Autobusos diürns,428364.191,4582355.084,2.143162,41.389538,BUS -27-D40--,4.0,19.0,Les Corts,les Corts
K014,Transports i serveis relacionats,Autobusos diürns,427764.535,4583271.247,2.135881,41.397736,BUS -68--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Transports i serveis relacionats,Autobusos diürns,427394.211,4585101.706,2.131232,41.414188,BUS -H2--,5.0,25.0,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova
K014,Transports i serveis relacionats,Autobusos diürns,428588.335,4582386.737,2.145839,41.389843,BUS -54-V9--,2.0,9.0,Eixample,la Nova Esquerra de l'Eixample
K015,Transports i serveis relacionats,Autobusos nocturns,432360.369,4585034.754,2.190656,41.414019,NITBUS -N9--,10.0,65.0,Sant Martí,el Clot
K014,Transports i serveis relacionats,Autobusos diürns,432944.009,4584772.745,2.197668,41.411708,BUS -H12--,10.0,72.0,Sant Martí,Sant Martí de Provençals
K015,Transports i serveis relacionats,Autobusos nocturns,432944.009,4584772.745,2.197668,41.411708,NITBUS -N2--,10.0,72.0,Sant Martí,Sant Martí de Provençals
K014,Transports i serveis relacionats,Autobusos diürns,432700.512,4584482.779,2.194787,41.409076,BUS -H12--,10.0,71.0,Sant Martí,Provençals del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,432351.554,4585137.981,2.190539,41.414948,NITBUS -N9--,9.0,63.0,Sant Andreu,Navas
K016,Transports i serveis relacionats,Autobus a l'aeroport,428802.334,4580661.367,2.148601,41.374322,AEROBUS -A1-A2--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K014,Transports i serveis relacionats,Autobusos diürns,428802.334,4580661.367,2.148601,41.374322,BUS -91-109-CJ-H12-H16--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K015,Transports i serveis relacionats,Autobusos nocturns,428802.334,4580661.367,2.148601,41.374322,NITBUS -N1-N13-N15-N16-N17-N18--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K014,Transports i serveis relacionats,Autobusos diürns,429030.114,4582546.054,2.151104,41.391317,BUS -54-59-63-67-68--,2.0,8.0,Eixample,l'Antiga Esquerra de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,431140.181,4586424.33,2.175899,41.426431,BUS -47-122-H6-D40-D50--,8.0,44.0,Nou Barris,Vilapicina i la Torre Llobeta
K015,Transports i serveis relacionats,Autobusos nocturns,432073.327,4581547.396,2.187613,41.382585,NITBUS -N0-N6-N8--,1.0,3.0,Ciutat Vella,la Barceloneta
K014,Transports i serveis relacionats,Autobusos diürns,432407.424,4586037.782,2.191107,41.423057,BUS -34-126-B24-H8-V31-V29--,9.0,61.0,Sant Andreu,la Sagrera
K015,Transports i serveis relacionats,Autobusos nocturns,432045.137,4585920.263,2.186785,41.421968,NITBUS -N3--,9.0,61.0,Sant Andreu,la Sagrera
K015,Transports i serveis relacionats,Autobusos nocturns,427126.076,4581193.187,2.128494,41.378962,NITBUS -N3--,3.0,17.0,Sants-Montjuïc,Sants - Badal
K014,Transports i serveis relacionats,Autobusos diürns,427100.887,4582347.583,2.128054,41.389357,BUS -70-L97-H6-V3--,4.0,19.0,Les Corts,les Corts
K015,Transports i serveis relacionats,Autobusos nocturns,427100.887,4582347.583,2.128054,41.389357,NITBUS -N7--,4.0,19.0,Les Corts,les Corts
K015,Transports i serveis relacionats,Autobusos nocturns,432081.318,4582771.965,2.187571,41.393615,NITBUS -N11--,10.0,66.0,Sant Martí,el Parc i la Llacuna del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,431227.742,4583059.47,2.177329,41.396132,NITBUS -N2-N3-N7--,2.0,5.0,Eixample,el Fort Pienc
K014,Transports i serveis relacionats,Autobusos diürns,431864.185,4587427.279,2.18445,41.435525,BUS -62-96-126-133--,9.0,60.0,Sant Andreu,Sant Andreu
K015,Transports i serveis relacionats,Autobusos nocturns,430152.714,4582985.035,2.16448,41.395369,NITBUS -N6-N9--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,431306.278,4584112.264,2.178149,41.405621,BUS -33-34-H10-D50--,2.0,6.0,Eixample,la Sagrada Família
K014,Transports i serveis relacionats,Autobusos diürns,431957.577,4590578.159,2.185213,41.463912,BUS -97-183-197--,8.0,56.0,Nou Barris,Vallbona
K014,Transports i serveis relacionats,Autobusos diürns,429211.323,4584500.043,2.153043,41.408932,BUS -24-H6-D40--,6.0,30.0,Gràcia,la Salut
K014,Transports i serveis relacionats,Autobusos diürns,432395.344,4588573.547,2.190679,41.445894,BUS -11-62-126-127-V31--,9.0,60.0,Sant Andreu,Sant Andreu
K015,Transports i serveis relacionats,Autobusos nocturns,431467.824,4588531.755,2.179581,41.445439,NITBUS -N1--,8.0,52.0,Nou Barris,la Prosperitat
K014,Transports i serveis relacionats,Autobusos diürns,432011.083,4587873.34,2.186158,41.439555,BUS -62-96-126--,9.0,60.0,Sant Andreu,Sant Andreu
K014,Transports i serveis relacionats,Autobusos diürns,428708.297,4580930.201,2.147445,41.376735,BUS -109--,3.0,15.0,Sants-Montjuïc,Hostafrancs
K014,Transports i serveis relacionats,Autobusos diürns,426057.285,4583968.186,2.115375,41.403857,BUS -130--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K014,Transports i serveis relacionats,Autobusos diürns,429026.568,4579791.045,2.151384,41.366503,BUS -125-150--,3.0,11.0,Sants-Montjuïc,el Poble-sec
K015,Transports i serveis relacionats,Autobusos nocturns,428329.939,4584809.375,2.142462,41.41164,NITBUS -N4-N5--,6.0,28.0,Gràcia,Vallcarca i els Penitents
K015,Transports i serveis relacionats,Autobusos nocturns,429655.4,4585633.426,2.158223,41.419179,NITBUS -N4-N5--,7.0,37.0,Horta-Guinardó,el Carmel
K015,Transports i serveis relacionats,Autobusos nocturns,432695.914,4581655.521,2.195046,41.383611,NITBUS -N12-N28--,1.0,3.0,Ciutat Vella,la Barceloneta
K014,Transports i serveis relacionats,Autobusos diürns,429791.685,4583077.567,2.160151,41.396171,BUS -7-22-24-V15--,2.0,7.0,Eixample,la Dreta de l'Eixample
K014,Transports i serveis relacionats,Autobusos diürns,431397.982,4583759.549,2.179286,41.402452,BUS -V21--,2.0,6.0,Eixample,la Sagrada Família
K014,Transports i serveis relacionats,Autobusos diürns,429366.567,4583112.897,2.155062,41.396452,BUS -22-24-V17--,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K014,Transports i serveis relacionats,Autobusos diürns,425916.902,4581552.292,2.113991,41.382086,BUS -V1--,4.0,20.0,Les Corts,la Maternitat i Sant Ramon
K014,Transports i serveis relacionats,Autobusos diürns,432857.531,4583341.63,2.196792,41.398811,BUS -6-192-B25-B20-136--,10.0,68.0,Sant Martí,el Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,430019.785,4585417.275,2.162608,41.417264,BUS -114--,7.0,34.0,Horta-Guinardó,Can Baró
K014,Transports i serveis relacionats,Autobusos diürns,432402.954,4583946.4,2.191287,41.40422,BUS -7-V25--,10.0,66.0,Sant Martí,el Parc i la Llacuna del Poblenou
K015,Transports i serveis relacionats,Autobusos nocturns,431267.46,4586240.479,2.177443,41.424786,NITBUS -N1-N6--,9.0,62.0,Sant Andreu,el Congrés i els Indians
K014,Transports i serveis relacionats,Autobusos diürns,434217.361,4584575.211,2.212924,41.410034,BUS -7-B20-V31-136--,10.0,69.0,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou
K014,Transports i serveis relacionats,Autobusos diürns,430165.351,4585041.817,2.164393,41.413895,BUS -114--,7.0,33.0,Horta-Guinardó,el Baix Guinardó
K015,Transports i serveis relacionats,Autobusos nocturns,431852.929,4583708.292,2.184734,41.402029,NITBUS -N2-N7--,2.0,5.0,Eixample,el Fort Pienc
K014,Transports i serveis relacionats,Autobusos diürns,431568.217,4581318.45,2.181599,41.38048,BUS -59-120-D20-H14-V13--,1.0,2.0,Ciutat Vella,el Barri Gòtic
K015,Transports i serveis relacionats,Autobusos nocturns,425972.612,4583748.102,2.114389,41.401867,NITBUS -N8--,5.0,23.0,Sarrià-Sant Gervasi,Sarrià
K015,Transports i serveis relacionats,Autobusos nocturns,428507.014,4578155.491,2.145365,41.351726,NITBUS -N1--,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K015,Transports i serveis relacionats,Autobusos nocturns,430385.671,4583667.391,2.167188,41.401535,NITBUS -N4-N6--,6.0,32.0,Gràcia,el Camp d'en Grassot i Gràcia Nova
K004,Transports i serveis relacionats,Tren a l'aeroport,432251.231,4584618.362,2.189397,41.410259,Tren AEROPORT - CLOT-,10.0,65.0,Sant Martí,el Clot
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),427726.688,4583277.816,2.135427,41.397791,FGC - BONANOVA-,5.0,26.0,Sarrià-Sant Gervasi,Sant Gervasi - Galvany
K002,Transports i serveis relacionats,Ferrocarrils Generalitat (FGC),428054.821,4584156.031,2.139248,41.405731,FGC - EL PUTXET-,5.0,27.0,Sarrià-Sant Gervasi,el Putxet i el Farró
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,432069.523,4584522.022,2.187234,41.409376,Clot (Aragó / Meridiana)-,10.0,65.0,Sant Martí,el Clot
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,431794.137,4586815.891,2.183681,41.430013,Fabra i Puig (Avinguda Meridiana)-,9.0,60.0,Sant Andreu,Sant Andreu
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,432670.878,4588884.457,2.193942,41.448718,Trinitat Vella (Via Bàrcino)-,9.0,57.0,Sant Andreu,la Trinitat Vella
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,427292.751,4578209.916,2.130845,41.352108,Fira (Botànica + Accés NORD | EST)-,,,,
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,426972.6,4577022.245,2.127161,41.341382,Parc Logístic (Av. Parc Logístic / C. Número Un)-,3.0,12.0,Sants-Montjuïc,la Marina del Prat Vermell
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,422435.284,4573795.394,2.073349,41.311895,Mas Blau (Avinguda de Les Garrigues / Alta Ribagorça)-,,,,
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,422230.489,4571169.089,2.071238,41.288221,Aeroport T1 (Aeroport T1)-,,,,
K001,Transports i serveis relacionats,Metro i línies urbanes FGC,427848.569,4580781.771,2.137183,41.375321,Plaça de Sants (Olzinelles)-,3.0,18.0,Sants-Montjuïc,Sants
