Region,Category,Enero-Marzo 2023,Enero-Marzo 2024,Porcentaje variación 2024/2023
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,4.0,8.0,100.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,3.0,3.0,0.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,3.0,3.0,0.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,3.0,3.0,0.0
"CATALUÑA,",6. Robos con violencia e intimidación,10.0,5.0,-50.0
"CATALUÑA,",7. Robos con fuerza en domicilios,,33.0,31.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,33.0,31.0
"CATALUÑA,",8. Hurtos,111.0,134.0,20.7
"CATALUÑA,",9. Sustracciones de vehículos,5.0,3.0,-40.0
"CATALUÑA,",10. Tráfico de drogas,8.0,22.0,175.0
"CATALUÑA,",11. Resto de criminalidad convencional,161.0,219.0,36.0
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),86.0,98.0,14.0
"CATALUÑA,",12.-Estafas informáticas,86.0,98.0,14.0
"CATALUÑA,",13.-Otros ciberdelitos,86.0,98.0,14.0
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,422.0,523.0,23.9
"CATALUÑA,",17114 Olot,422.0,523.0,23.9
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,265.0,280.0,5.7
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,5.0,4.0,-20.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,0.0,7.0,100.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,0.0,7.0,100.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,0.0,7.0,100.0
"CATALUÑA,",6. Robos con violencia e intimidación,11.0,12.0,9.1
"CATALUÑA,",7. Robos con fuerza en domicilios,,35.0,27.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,35.0,27.0
"CATALUÑA,",8. Hurtos,76.0,80.0,5.3
"CATALUÑA,",9. Sustracciones de vehículos,3.0,5.0,66.7
"CATALUÑA,",10. Tráfico de drogas,1.0,1.0,0.0
"CATALUÑA,",11. Resto de criminalidad convencional,134.0,143.0,6.7
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),110.0,110.0,0.0
"CATALUÑA,",12.-Estafas informáticas,110.0,110.0,0.0
"CATALUÑA,",13.-Otros ciberdelitos,110.0,110.0,0.0
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,375.0,390.0,4.0
"CATALUÑA,",17117 Palafrugell,375.0,390.0,4.0
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,209.0,273.0,30.6
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,1.0,2.0,100.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,3.0,0.0,-100.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,3.0,0.0,-100.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,3.0,0.0,-100.0
"CATALUÑA,",6. Robos con violencia e intimidación,6.0,16.0,166.7
"CATALUÑA,",7. Robos con fuerza en domicilios,,24.0,29.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,24.0,29.0
"CATALUÑA,",8. Hurtos,48.0,58.0,20.8
"CATALUÑA,",9. Sustracciones de vehículos,7.0,10.0,42.9
"CATALUÑA,",10. Tráfico de drogas,1.0,5.0,400.0
"CATALUÑA,",11. Resto de criminalidad convencional,119.0,152.0,27.7
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),55.0,74.0,34.5
"CATALUÑA,",12.-Estafas informáticas,55.0,74.0,34.5
"CATALUÑA,",13.-Otros ciberdelitos,55.0,74.0,34.5
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,264.0,347.0,31.4
"CATALUÑA,",17152 Roses,264.0,347.0,31.4
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,224.0,291.0,29.9
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,2.0,2.0,0.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,4.0,0.0,-100.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,4.0,0.0,-100.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,4.0,0.0,-100.0
"CATALUÑA,",6. Robos con violencia e intimidación,5.0,6.0,20.0
"CATALUÑA,",7. Robos con fuerza en domicilios,,37.0,26.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,37.0,26.0
"CATALUÑA,",8. Hurtos,53.0,96.0,81.1
"CATALUÑA,",9. Sustracciones de vehículos,0.0,6.0,100.0
"CATALUÑA,",10. Tráfico de drogas,3.0,1.0,-66.7
"CATALUÑA,",11. Resto de criminalidad convencional,120.0,154.0,28.3
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),74.0,84.0,13.5
"CATALUÑA,",12.-Estafas informáticas,74.0,84.0,13.5
"CATALUÑA,",13.-Otros ciberdelitos,74.0,84.0,13.5
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,298.0,375.0,25.8
"CATALUÑA,",17155 Salt,298.0,375.0,25.8
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,474.0,476.0,0.4
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,5.0,4.0,-20.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,4.0,5.0,25.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,4.0,5.0,25.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,4.0,5.0,25.0
"CATALUÑA,",6. Robos con violencia e intimidación,20.0,19.0,-5.0
"CATALUÑA,",7. Robos con fuerza en domicilios,,19.0,15.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,19.0,15.0
"CATALUÑA,",8. Hurtos,203.0,214.0,5.4
"CATALUÑA,",9. Sustracciones de vehículos,11.0,3.0,-72.7
"CATALUÑA,",10. Tráfico de drogas,7.0,0.0,-100.0
"CATALUÑA,",11. Resto de criminalidad convencional,205.0,216.0,5.4
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),73.0,106.0,45.2
"CATALUÑA,",12.-Estafas informáticas,73.0,106.0,45.2
"CATALUÑA,",13.-Otros ciberdelitos,73.0,106.0,45.2
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,547.0,582.0,6.4
"CATALUÑA,",17160 Sant Feliu de Guíxols,547.0,582.0,6.4
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,210.0,239.0,13.8
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,3.0,5.0,66.7
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,1.0,1.0,0.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,1.0,1.0,0.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,1.0,1.0,0.0
"CATALUÑA,",6. Robos con violencia e intimidación,3.0,2.0,-33.3
"CATALUÑA,",7. Robos con fuerza en domicilios,,28.0,39.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,28.0,39.0
"CATALUÑA,",8. Hurtos,60.0,65.0,8.3
"CATALUÑA,",9. Sustracciones de vehículos,8.0,7.0,-12.5
"CATALUÑA,",10. Tráfico de drogas,2.0,3.0,50.0
"CATALUÑA,",11. Resto de criminalidad convencional,105.0,117.0,11.4
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),60.0,67.0,11.7
"CATALUÑA,",12.-Estafas informáticas,60.0,67.0,11.7
"CATALUÑA,",13.-Otros ciberdelitos,60.0,67.0,11.7
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,270.0,306.0,13.3
"CATALUÑA,",Provincia de LLEIDA,270.0,306.0,13.3
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,4323.0,4460.0,3.2
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,1.0,1.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,3.0,3.0,0.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,63.0,56.0,-11.1
"CATALUÑA,",4. Secuestro,0.0,1.0,100.0
"CATALUÑA,",5. Delitos contra la libertad sexual,55.0,52.0,-5.5
"CATALUÑA,",5.1.-Agresión sexual con penetración,55.0,52.0,-5.5
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,55.0,52.0,-5.5
"CATALUÑA,",6. Robos con violencia e intimidación,105.0,98.0,-6.7
"CATALUÑA,",7. Robos con fuerza en domicilios,,358.0,345.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,358.0,345.0
"CATALUÑA,",8. Hurtos,1273.0,1070.0,-15.9
"CATALUÑA,",9. Sustracciones de vehículos,48.0,44.0,-8.3
"CATALUÑA,",10. Tráfico de drogas,32.0,30.0,-6.3
"CATALUÑA,",11. Resto de criminalidad convencional,2385.0,2760.0,15.7
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1148.0,1231.0,7.2
"CATALUÑA,",12.-Estafas informáticas,1148.0,1231.0,7.2
"CATALUÑA,",13.-Otros ciberdelitos,1148.0,1231.0,7.2
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,5471.0,5691.0,4.0
"CATALUÑA,",25120 Lleida,5471.0,5691.0,4.0
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,1979.0,2035.0,2.8
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,2.0,100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,13.0,17.0,30.8
"CATALUÑA,",4. Secuestro,0.0,1.0,100.0
"CATALUÑA,",5. Delitos contra la libertad sexual,25.0,25.0,0.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,25.0,25.0,0.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,25.0,25.0,0.0
"CATALUÑA,",6. Robos con violencia e intimidación,80.0,81.0,1.3
"CATALUÑA,",7. Robos con fuerza en domicilios,,131.0,149.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,131.0,149.0
"CATALUÑA,",8. Hurtos,809.0,569.0,-29.7
"CATALUÑA,",9. Sustracciones de vehículos,28.0,19.0,-32.1
"CATALUÑA,",10. Tráfico de drogas,9.0,3.0,-66.7
"CATALUÑA,",11. Resto de criminalidad convencional,884.0,1169.0,32.2
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),409.0,417.0,2.0
"CATALUÑA,",12.-Estafas informáticas,409.0,417.0,2.0
"CATALUÑA,",13.-Otros ciberdelitos,409.0,417.0,2.0
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,2388.0,2452.0,2.7
"CATALUÑA,",Provincia de TARRAGONA,2388.0,2452.0,2.7
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,8714.0,9502.0,9.0
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,2.0,3.0,50.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,5.0,10.0,100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,90.0,84.0,-6.7
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,84.0,95.0,13.1
"CATALUÑA,",5.1.-Agresión sexual con penetración,84.0,95.0,13.1
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,84.0,95.0,13.1
"CATALUÑA,",6. Robos con violencia e intimidación,219.0,283.0,29.2
"CATALUÑA,",7. Robos con fuerza en domicilios,,1066.0,898.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,1066.0,898.0
"CATALUÑA,",8. Hurtos,2363.0,2475.0,4.7
"CATALUÑA,",9. Sustracciones de vehículos,103.0,172.0,67.0
"CATALUÑA,",10. Tráfico de drogas,100.0,128.0,28.0
"CATALUÑA,",11. Resto de criminalidad convencional,4682.0,5354.0,14.4
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),1721.0,2014.0,17.0
"CATALUÑA,",12.-Estafas informáticas,1721.0,2014.0,17.0
"CATALUÑA,",13.-Otros ciberdelitos,1721.0,2014.0,17.0
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,10435.0,11516.0,10.4
"CATALUÑA,",43014 Amposta,10435.0,11516.0,10.4
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,234.0,278.0,18.8
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,1.0,1.0,0.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,5.0,3.0,-40.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,5.0,3.0,-40.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,5.0,3.0,-40.0
"CATALUÑA,",6. Robos con violencia e intimidación,6.0,5.0,-16.7
"CATALUÑA,",7. Robos con fuerza en domicilios,,26.0,28.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,26.0,28.0
"CATALUÑA,",8. Hurtos,86.0,78.0,-9.3
"CATALUÑA,",9. Sustracciones de vehículos,0.0,3.0,100.0
"CATALUÑA,",10. Tráfico de drogas,1.0,1.0,0.0
"CATALUÑA,",11. Resto de criminalidad convencional,109.0,158.0,45.0
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),54.0,56.0,3.7
"CATALUÑA,",12.-Estafas informáticas,54.0,56.0,3.7
"CATALUÑA,",13.-Otros ciberdelitos,54.0,56.0,3.7
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,288.0,334.0,16.0
"CATALUÑA,",43037 Calafell,288.0,334.0,16.0
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,236.0,280.0,18.6
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,7.0,2.0,-71.4
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,2.0,5.0,150.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,2.0,5.0,150.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,2.0,5.0,150.0
"CATALUÑA,",6. Robos con violencia e intimidación,7.0,7.0,0.0
"CATALUÑA,",7. Robos con fuerza en domicilios,,25.0,36.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,25.0,36.0
"CATALUÑA,",8. Hurtos,41.0,56.0,36.6
"CATALUÑA,",9. Sustracciones de vehículos,2.0,5.0,150.0
"CATALUÑA,",10. Tráfico de drogas,5.0,7.0,40.0
"CATALUÑA,",11. Resto de criminalidad convencional,147.0,161.0,9.5
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),37.0,48.0,29.7
"CATALUÑA,",12.-Estafas informáticas,37.0,48.0,29.7
"CATALUÑA,",13.-Otros ciberdelitos,37.0,48.0,29.7
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,273.0,328.0,20.1
"CATALUÑA,",43038 Cambrils,273.0,328.0,20.1
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,235.0,243.0,3.4
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,3.0,2.0,-33.3
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,3.0,4.0,33.3
"CATALUÑA,",5.1.-Agresión sexual con penetración,3.0,4.0,33.3
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,3.0,4.0,33.3
"CATALUÑA,",6. Robos con violencia e intimidación,6.0,5.0,-16.7
"CATALUÑA,",7. Robos con fuerza en domicilios,,24.0,19.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,24.0,19.0
"CATALUÑA,",8. Hurtos,60.0,65.0,8.3
"CATALUÑA,",9. Sustracciones de vehículos,1.0,10.0,900.0
"CATALUÑA,",10. Tráfico de drogas,6.0,2.0,-66.7
"CATALUÑA,",11. Resto de criminalidad convencional,132.0,135.0,2.3
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),97.0,83.0,-14.4
"CATALUÑA,",12.-Estafas informáticas,97.0,83.0,-14.4
"CATALUÑA,",13.-Otros ciberdelitos,97.0,83.0,-14.4
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,332.0,326.0,-1.8
"CATALUÑA,",43123 Reus,332.0,326.0,-1.8
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,1084.0,1328.0,22.5
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,2.0,100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,10.0,12.0,20.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,19.0,17.0,-10.5
"CATALUÑA,",5.1.-Agresión sexual con penetración,19.0,17.0,-10.5
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,19.0,17.0,-10.5
"CATALUÑA,",6. Robos con violencia e intimidación,43.0,73.0,69.8
"CATALUÑA,",7. Robos con fuerza en domicilios,,138.0,102.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,138.0,102.0
"CATALUÑA,",8. Hurtos,296.0,320.0,8.1
"CATALUÑA,",9. Sustracciones de vehículos,14.0,27.0,92.9
"CATALUÑA,",10. Tráfico de drogas,13.0,21.0,61.5
"CATALUÑA,",11. Resto de criminalidad convencional,550.0,754.0,37.1
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),256.0,303.0,18.4
"CATALUÑA,",12.-Estafas informáticas,256.0,303.0,18.4
"CATALUÑA,",13.-Otros ciberdelitos,256.0,303.0,18.4
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,1340.0,1631.0,21.7
"CATALUÑA,",43905 Salou,1340.0,1631.0,21.7
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,471.0,587.0,24.6
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,0.0,0.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,9.0,5.0,-44.4
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,4.0,3.0,-25.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,4.0,3.0,-25.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,4.0,3.0,-25.0
"CATALUÑA,",6. Robos con violencia e intimidación,9.0,14.0,55.6
"CATALUÑA,",7. Robos con fuerza en domicilios,,64.0,61.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,64.0,61.0
"CATALUÑA,",8. Hurtos,135.0,141.0,4.4
"CATALUÑA,",9. Sustracciones de vehículos,5.0,11.0,120.0
"CATALUÑA,",10. Tráfico de drogas,2.0,6.0,200.0
"CATALUÑA,",11. Resto de criminalidad convencional,243.0,346.0,42.4
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),42.0,89.0,111.9
"CATALUÑA,",12.-Estafas informáticas,42.0,89.0,111.9
"CATALUÑA,",13.-Otros ciberdelitos,42.0,89.0,111.9
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,513.0,676.0,31.8
"CATALUÑA,",43148 Tarragona,513.0,676.0,31.8
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,1932.0,2213.0,14.5
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,1.0,100.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,3.0,200.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,12.0,13.0,8.3
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,13.0,14.0,7.7
"CATALUÑA,",5.1.-Agresión sexual con penetración,13.0,14.0,7.7
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,13.0,14.0,7.7
"CATALUÑA,",6. Robos con violencia e intimidación,76.0,71.0,-6.6
"CATALUÑA,",7. Robos con fuerza en domicilios,,113.0,170.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,113.0,170.0
"CATALUÑA,",8. Hurtos,752.0,723.0,-3.9
"CATALUÑA,",9. Sustracciones de vehículos,26.0,39.0,50.0
"CATALUÑA,",10. Tráfico de drogas,13.0,9.0,-30.8
"CATALUÑA,",11. Resto de criminalidad convencional,926.0,1170.0,26.3
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),235.0,248.0,5.5
"CATALUÑA,",12.-Estafas informáticas,235.0,248.0,5.5
"CATALUÑA,",13.-Otros ciberdelitos,235.0,248.0,5.5
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,2167.0,2461.0,13.6
"CATALUÑA,",43155 Tortosa,2167.0,2461.0,13.6
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,360.0,339.0,-5.8
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,1.0,4.0,300.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,4.0,2.0,-50.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,4.0,2.0,-50.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,4.0,2.0,-50.0
"CATALUÑA,",6. Robos con violencia e intimidación,6.0,9.0,50.0
"CATALUÑA,",7. Robos con fuerza en domicilios,,56.0,30.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,56.0,30.0
"CATALUÑA,",8. Hurtos,95.0,98.0,3.2
"CATALUÑA,",9. Sustracciones de vehículos,6.0,3.0,-50.0
"CATALUÑA,",10. Tráfico de drogas,3.0,4.0,33.3
"CATALUÑA,",11. Resto de criminalidad convencional,189.0,188.0,-0.5
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),128.0,120.0,-6.3
"CATALUÑA,",12.-Estafas informáticas,128.0,120.0,-6.3
"CATALUÑA,",13.-Otros ciberdelitos,128.0,120.0,-6.3
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,488.0,459.0,-5.9
"CATALUÑA,",43161 Valls,488.0,459.0,-5.9
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,315.0,319.0,1.3
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,1.0,0.0,-100.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,0.0,1.0,100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,1.0,5.0,400.0
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,4.0,5.0,25.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,4.0,5.0,25.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,4.0,5.0,25.0
"CATALUÑA,",6. Robos con violencia e intimidación,4.0,4.0,0.0
"CATALUÑA,",7. Robos con fuerza en domicilios,,51.0,23.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,51.0,23.0
"CATALUÑA,",8. Hurtos,60.0,74.0,23.3
"CATALUÑA,",9. Sustracciones de vehículos,5.0,3.0,-40.0
"CATALUÑA,",10. Tráfico de drogas,2.0,4.0,100.0
"CATALUÑA,",11. Resto de criminalidad convencional,187.0,200.0,7.0
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),59.0,92.0,55.9
"CATALUÑA,",12.-Estafas informáticas,59.0,92.0,55.9
"CATALUÑA,",13.-Otros ciberdelitos,59.0,92.0,55.9
"CATALUÑA,",III. TOTAL INFRACCIONES PENALES,374.0,411.0,9.9
"CATALUÑA,",43163 Vendrell (El),374.0,411.0,9.9
"CATALUÑA,",I. CRIMINALIDAD CONVENCIONAL,608.0,595.0,-2.1
"CATALUÑA,",1. Homicidios dolosos y asesinatos consumados,0.0,0.0,0.0
"CATALUÑA,",2. Homicidios dolosos y asesinatos en grado tentativa,1.0,0.0,-100.0
"CATALUÑA,",3. Delitos graves y menos graves de lesiones y riña tumultuaria,7.0,4.0,-42.9
"CATALUÑA,",4. Secuestro,0.0,0.0,0.0
"CATALUÑA,",5. Delitos contra la libertad sexual,5.0,9.0,80.0
"CATALUÑA,",5.1.-Agresión sexual con penetración,5.0,9.0,80.0
"CATALUÑA,",5.2.-Resto de delitos contra la libertad sexual,5.0,9.0,80.0
"CATALUÑA,",6. Robos con violencia e intimidación,23.0,30.0,30.4
"CATALUÑA,",7. Robos con fuerza en domicilios,,59.0,37.0
"CATALUÑA,",7.1.-Robos con fuerza en domicilios,,59.0,37.0
"CATALUÑA,",8. Hurtos,151.0,167.0,10.6
"CATALUÑA,",9. Sustracciones de vehículos,7.0,4.0,-42.9
"CATALUÑA,",10. Tráfico de drogas,6.0,8.0,33.3
"CATALUÑA,",11. Resto de criminalidad convencional,349.0,336.0,-3.7
"CATALUÑA,",II. CIBERCRIMINALIDAD (infracciones penales cometidas en/por medio ciber),112.0,124.0,10.7
