precio;sub_descr;href;ubicacion;habitaciones;mt2;planta;otros;latitude;longitude;banios
1.400 €/mes;Piso en calle de Mota del Cuervo;/alquilar/piso-hortaleza_canillas28043-43361942391_100200/;Canillas (Distrito Hortaleza. Madrid Capital);;86 m²;;"Agencia tecnocasa de la zona canillas - villa rosa alquila. Doceava planta con piscina y garaje.
La vivienda nos da la bienvenida ...";40.4650274;-3.6330286;2 baños
2.000 €/mes;Piso en calle de Juan Ramón Jiménez, 8;/alquilar/piso-castilla28036-9215134633_521170/;Castilla (Distrito Chamartín. Madrid Capital);1 hab.;84 m²;4ª planta;Amplio y magnífico piso recién reformado, muy luminoso en pleno corazón del distrito financiero de madrid, a tan sólo unos minutos...;40.458498657738545;-3.6865601618867396;1 baño
3.500 €/mes;Piso en calle Raimundo Fernández Villaverde;/alquilar/piso-chamberi_almagro28003-33401115280_991150/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;179 m²;5ª planta;"Piso exterior reformado con materiales de primeras calidades en nuevos ministerios.

El piso se distribuye en un hall de entrada, ...";40.4461593;-3.6996667;3 baños
2.600 €/mes;Piso en calle del Conde de Peñalver;/alquilar/piso-goya28006-42507288216_512125/;Goya (Distrito Salamanca. Madrid Capital);4 habs.;124 m²;4ª planta;"Piso exterior en alquiler en la c/ conde de peñalver junto a las calle alcalá y goya. 
La vivienda se distribuye en 4 dormitorios,...";40.4261759;-3.6753906;2 baños
2.900 €/mes;Piso en calle de Andrés Torrejón;/alquilar/piso-jeronimos28014-41690792080_100500/;Jerónimos (Distrito Retiro. Madrid Capital);3 habs.;199 m²;7ª planta;"Domum realty alquila: ¡Espectacular vivienda completamente reformada, muy cercana al parque del retiro!

** disponible para el 1 d...";40.4080101;-3.682517;2 baños
950 €/mes;Piso en calle de los Mancebos;/alquilar/piso-centro_palacio28005-43421848765_100500/;Palacio (Distrito Centro. Madrid Capital);2 habs.;44 m²;3ª planta;Gespain parque europa gestiona el alquiler de esta vivienda en pleno corazón de madrid, ubicada en la calle mancebos  a escasos mi...;40.411979;-3.7117202;1 baño
825 €/mes;Piso en calle Miguel Servet;/alquilar/piso-centro_embajadores_lavapies28012-43373445762_100500/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 hab.;40 m²;1ª planta;"Jcb asesores alquila piso totalmente reformado y amueblado. (duracion maxima del contrato 11 meses)

La vivienda consta de salon c...";40.40698;-3.7012585;1 baño
1.200 €/mes;Estudio en calle de San Agustín;/alquilar/estudio-cortes_huertas28014-37588480963_100500/;Cortes-Huertas (Distrito Centro. Madrid Capital);;25 m²;;"Disponible desde el 5 de junio 2024:
Acogedor estudio recientemente reformado en una calle tranquila en pleno centro de madrid. 

...";40.4138804;-3.696906;1 baño
3.500 €/mes;Piso en calle de José Bastos, 3;/alquilar/piso-valdemarin-42526216458_100500/;Valdemarín (Distrito Moncloa-Aravaca. Madrid Capital);4 habs.;234 m²;1ª planta;Este piso no amueblado se encuentra en calle de josé bastos, 3, 28023,  madrid, situado en el distrito de moncloa-valdemarín, en l...;40.4718;-3.78834;4 baños
1.300 €/mes;Loft en calle de Albarracín;/alquilar/loft-san_blas_simancas28037-43423393431_991170/;Simancas (Distrito San Blas. Madrid Capital);1 hab.;50 m²;;Gran oportunidad, vivienda en alquiler por periodos máximo de 11 meses, para periodos inferiores, consultar precio. Incluye en el ...;40.4371158;-3.6343027;1 baño
1.100 €/mes;Apartamento en calle de Balmes, 1;/alquilar/apartamento-trafalgar28010-25043213229_101600/;Trafalgar (Distrito Chamberí. Madrid Capital);1 hab.;40 m²;4ª planta;Apartamento de un dormitorio, cocina equipada con electrodomésticos, zona metro iglesia, muy centrico y buenas comunicaciones, en ...;40.4354;-3.7003;1 baño
1.950 €/mes;Piso en calle de José Abascal;/alquilar/piso-chamberi_almagro28003-42542804937_101800/;Almagro (Distrito Chamberí. Madrid Capital);3 habs.;93 m²;4ª planta;Walter haus presenta esta luminosa vivienda en la cuarta planta de una finca representativa en almagro, una ubicación privilegiada...;40.4382265;-3.6981957;1 baño
1.550 €/mes;Piso en calle del Cardenal Cisneros;/alquilar/piso-chamberi_arapiles28015-43418924303_100500/;Arapiles (Distrito Chamberí. Madrid Capital);1 hab.;35 m²;1ª planta;""" luminoso, con reforma a estrenar, totalmente amueblado, equipado y todos los gastos incluidos""

En chamberí, el distrito más dem...";40.4333375;-3.7026231;1 baño
2.800 €/mes;Piso en calle de la Santísima Trinidad;/alquilar/piso-trafalgar28010-43419983593_524228/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;133 m²;1ª planta;"Luminoso piso de 3 dormitorios ( todos con camas doble), 2 baños y un aseo.
Con: calefaccion central (incluida en el precio)
Aire ...";40.438159;-3.7009706;3 baños
980 €/mes;Dúplex en calle de Matías Turrión, 20;/alquilar/duplex-ciudad_lineal_colina28043-43421225941_109300/;Colina (Distrito Ciudad Lineal. Madrid Capital);1 hab.;34 m²;Bajo;Inmobiliaria vivahogar, ofrece duplex en alquiler hasta el mes de septiembre en calle matias turrion, en una de las mejores zonas ...;40.4604043723439;-3.6578830136047724;1 baño
1.200 €/mes;Piso en La Latina;/alquilar/piso-centro_palacio28005-43374014039_100500/;Palacio (Distrito Centro. Madrid Capital);2 habs.;42 m²;Bajo;Mhg bienes raíces international group presenta espectacular dúplex luminoso y tranquilo ubicado en zona privilegiada de madrid: en...;40.4079293;-3.7117573;1 baño
5.200 €/mes;Ático en Lista;/alquilar/atico-lista_barrio28006-39208563070_108500/;Lista (Distrito Salamanca. Madrid Capital);4 habs.;212 m²;;Espectacular ático a estrenar!!!!. Bek properties en plena calle de juan bravo. Se ha realizado una reforma integral, con buen dis...;40.4327215;-3.6776064;3 baños
3.700 €/mes;Ático en Hispanoamérica;/alquilar/atico-chamartin_hispanoamerica28036-40927650130_994318/;Hispanoamérica (Distrito Chamartín. Madrid Capital);3 habs.;145 m²;;Vivienda tipo ático, muy especial situada en un entorno privilegiado, dentro del distrito de chamartín, considerado como residenci...;40.4575713;-3.6819337;3 baños
900 €/mes;Piso en calle de Lucano;/alquilar/piso-san_blas_canillejas28022-42513761422_100200/;Canillejas (Distrito San Blas. Madrid Capital);1 hab.;36 m²;;"Tecnocasa - barrio canillejas alquila de forma temporal
Vivienda completamente reformada en el año 2023 ofrece comodidad, estilo y...";40.4369736;-3.6102836;1 baño
2.700 €/mes;Apartamento en calle de Ayala;/alquilar/apartamento-recoletos28001-43412876487_100500/;Recoletos (Distrito Salamanca. Madrid Capital);2 habs.;106 m²;5ª planta;"Magnifico apartamento en pleno barrio de salamanca. Muy luminoso y tranquilo.
Un quinto piso con orientación sur dando a un inmens...";40.4277521;-3.6819293;2 baños
1.350 €/mes;Dúplex en Carrera de San Francisco;/alquilar/duplex-centro_palacio28005-42589642640_101000/;Palacio (Distrito Centro. Madrid Capital);2 habs.;70 m²;;Especular duplex en palacio recien actualizado, cocina a estrenar, suelos cambiados y casa pintada. Amueblado. Comunidad incluida ...;40.4110496;-3.7120742;2 baños
4.500 €/mes;Ático en calle de Génova;/alquilar/atico-chamberi_almagro28004-30096805975_109300/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;241 m²;;De rojas servicios inmobiliarios, pone a su disposición en alquiler este fantástico ático situado en el corazón del barrio de cham...;40.42717074818356;-3.694480545865929;3 baños
2.700 €/mes;Piso en calle de Núñez de Balboa, 93;/alquilar/piso-salamanca_castellana28006-43352171604_100500/;Castellana (Distrito Salamanca. Madrid Capital);3 habs.;100 m²;1ª planta;¡Bienvenidos al barrio de castellana! Este piso con cocina amueblada de tres dormitorios es la opción perfecta para aquellos que b...;40.4344;-3.68227;1 baño
2.100 €/mes;Piso en Cerca del Parque del Retiro;/alquilar/piso-ibiza28009-39224787135_109100/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;71 m²;3ª planta;Donpiso retiro ofrece el alquiler, preciosa vivienda en pleno barrio de ibiza, a muy pocos pasos del parque del retiro.   Se trata...;40.4201323;-3.6777645;2 baños
1.790 €/mes;Piso en calle de Menorca;/alquilar/piso-ibiza28009-42586584156_101000/;Ibiza (Distrito Retiro. Madrid Capital);3 habs.;93 m²;;Amplio y singular piso en retiro - ibiza. Con una ubicación privilegiada, este inmueble se destaca por tener muy buena luminosidad...;40.4192249;-3.6738;2 baños
1.750 €/mes;Piso en calle de Juan de Herrera;/alquilar/piso-centro_palacio28013-35043837312_100500/;Palacio (Distrito Centro. Madrid Capital);2 habs.;67 m²;3ª planta;"El viso inmobiliaria ofrece magnífico piso amueblado y reformado. Consta de 67m², con la siguiente distribución:
Gran hall con acc...";40.4157309;-3.7112536;1 baño
2.700 €/mes;Piso en calle Padre Gregorio Céspedes;/alquilar/piso-el_canaveral-26687314036_525162/;El Cañaveral (Distrito Vicálvaro. Madrid Capital);3 habs.;123 m²;1ª planta;Piso espectacular en el cañaveral obra nueva de 123 metros cuadrados, está compuesto por 3 habitaciones dobles, 2 baños, cocina, s...;40.398666375;-3.556644206;2 baños
900 €/mes;Apartamento en calle de la Aurora;/alquilar/apartamento-valdezarza28035-43411631713_101800/;Valdezarza (Distrito Moncloa-Aravaca. Madrid Capital);1 hab.;50 m²;1ª planta;Inmobiliaria maqueda tiene el placer de presentar este encantador apartamento disponible para alquiler. Situado en una zona altame...;40.4660048;-3.7228124;1 baño
3.800 €/mes;Ático en calle Teresa de Calcuta;/alquilar/atico-mirasierra_arroyo_del_fresno28049-42573501238_100500/;Mirasierra-Arroyo del Fresno (Distrito Fuencarral-El Pardo. Madrid Capital);4 habs.;217 m²;;Yñarra inmobiliaria, presenta este magnifico ático nuevo a estrenar con dos impresionantes terrazas una en la planta de la viviend...;40.493072;-3.7243176;3 baños
900 €/mes;Apartamento en calle de Hernández Iglesias;/alquilar/apartamento-concepcion-43353869601_101000/;Concepción (Distrito Ciudad Lineal. Madrid Capital);1 hab.;52 m²;;Precioso estudio con maravillosa terraza y vistas a los jardines de las zonas comunes, muy cerca de la calle arturo soria en urban...;40.4427852;-3.6436842;1 baño
4.000 €/mes;Casa unifamiliar en Valdebebas;/alquilar/casa_unifamiliar-valdebebas_valdefuentes28055-43356417926_101000/;Valdebebas-Valdefuentes (Distrito Hortaleza. Madrid Capital);6 habs.;347 m²;;"Vivienda familiar de nueva construcción en zona residencial exclusiva.
La casa consta de 3 plantas que se distribuyen:
Planta baja...";40.4823933;-3.632267;5 baños
1.300 €/mes;Piso en calle de la Hacienda de Pavones;/alquilar/piso-fontarron-41672899523_103800/;Fontarrón (Distrito Moratalaz. Madrid Capital);2 habs.;88 m²;Bajo;¡Bienvenidos a este hermoso piso en alquiler! Se trata de una planta baja con patio privado de uso exclusivo de 51m, donde podrás ...;40.4030191;-3.6464836;1 baño
1.600 €/mes;Piso en calle de Géminis;/alquilar/piso-casco_historico_de_barajas-43392663307_993574/;Casco Histórico de Barajas (Distrito Barajas. Madrid Capital);3 habs.;108 m²;1ª planta;¡No te pierdas esta increíble oportunidad de alquilar este nuevo piso a estrenar en barajas pueblo! Con una ubicación privilegiada...;40.4756265;-3.5795576;2 baños
1.000 €/mes;Piso en Carabanchel;/alquilar/piso-puerta_bonita28025-43367069963_108900/;Puerta Bonita (Distrito Carabanchel. Madrid Capital);3 habs.;78 m²;;Inmueble ubicado en la tercera planta de una finca bien cuidada y mantenida. Amplia vivienda exterior muy luminosa, consta de, sal...;40.3802503;-3.7405844;1 baño
1.150 €/mes;Piso en Palacio;/alquilar/piso-centro_palacio28013-43416206443_109300/;Palacio (Distrito Centro. Madrid Capital);1 hab.;30 m²;4ª planta;"Parquecasa alquila fantástico apartamento con ubicación inmejorable.

Este confortable apartamento conta de salón con cocina ameri...";40.420191;-3.7099706;1 baño
1.120 €/mes;Piso en calle Arte Rupestre Mediterran;/alquilar/piso-pau_de_carabanchel28054-43351962926_108900/;Pau de Carabanchel (Distrito Carabanchel. Madrid Capital);3 habs.;97 m²;4ª planta;"Estupenda vivienda de 3 dormitorios ¡Con garaje y trastero incluidos!
 
¡Alta de suministros gratis! Disfruta de tu hogar desde el...";40.3707779;-3.7657911;
1.950 €/mes;Piso en calle de Manuel Cortina;/alquilar/piso-trafalgar28010-40842400639_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);2 habs.;63 m²;Subsótano;"Descripción del inmueble:   ingreso en mayo 2024

Disponible para temporadas  meses. 

Excelente piso para estudiantes de master o...";40.4305931;-3.6987573;1 baño
1.600 €/mes;Piso en calle de Menorca;/alquilar/piso-ibiza28009-42543805108_101800/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;77 m²;1ª planta;"Excelente ubicación, junto al parque del retiro y muy cerca del hospital gregorio marañón y la parada de metro de ibiza.

Edificio...";40.4193209;-3.6756048;1 baño
2.500 €/mes;Piso en calle de Jerónimo de la Quintana;/alquilar/piso-trafalgar28010-41699958862_100500/;Trafalgar (Distrito Chamberí. Madrid Capital);3 habs.;124 m²;4ª planta;"Piso, madrid (chamberí)

Apartamento recién reformado a estrenar en el barrio de trafalgar.

- reforma integral cambiando todo el ...";40.4312849;-3.7042027;2 baños
1.350 €/mes;Piso en calle de las Trompas;/alquilar/piso-cuatro_vientos28054-43381357628_100500/;Cuatro Vientos (Distrito Latina. Madrid Capital);3 habs.;102 m²;2ª planta;"Increible piso en alquiler en madrid con 2 plazas de garaje, piscina y trastero.
¿Sueñas con mudarte a una vivienda que cuente con...";40.3713284;-3.7628218;2 baños
1.200 €/mes;Apartamento en calle de Santa Engracia;/alquilar/apartamento-rios_rosas28003-43426725428_101000/;Ríos Rosas (Distrito Chamberí. Madrid Capital);1 hab.;71 m²;;Alfa inmobiliaria alquila amplio apartamento. Se trata de un piso de un dormitorio, salón, cocina, baño y dos terrazas cubiertas. ...;40.4438759;-3.7022936;1 baño
1.990 €/mes;Ático en calle de Fernández de los Ríos;/alquilar/atico-gaztambide28015-42527425125_992392/;Gaztambide (Distrito Chamberí. Madrid Capital);1 hab.;85 m²;;"Espectacular ático con terraza de más de 20mts cuadrada.

Apartamento muy amplio con gran salón con chimenea, cocina americana con...";40.4355929;-3.7175462;2 baños
3.600 €/mes;Piso en calle de Zurbano;/alquilar/piso-chamberi_almagro28010-43382064044_108900/;Almagro (Distrito Chamberí. Madrid Capital);4 habs.;196 m²;;"Parking disponible para las visitas

Inmobiliaria don chamber&iacute; presenta esta incre&iacute;ble vivienda en alquiler, ubicada...";40.43449;-3.69319;3 baños
3.850 €/mes;Ático en calle O´Donnell;/alquilar/atico-ibiza28009-41705253349_100200/;Ibiza (Distrito Retiro. Madrid Capital);4 habs.;175 m²;;Agencia inmobiliaria de madrid - zona salamanca, goya - tecnocasa estudio inmobiliario goya s.l. Alquila estupendo ático en plena ...;40.4214343;-3.6773306;3 baños
2.800 €/mes;Piso en calle de Hernán Cortés;/alquilar/piso-justicia_chueca28004-41705368918_100500/;Justicia-Chueca (Distrito Centro. Madrid Capital);1 hab.;68 m²;2ª planta;"Baires grupo inmobiliario gestiona el alquiler de este piso en el famoso barrio de chueca.
Disponible a partir del 29 de febrero d...";40.4235526;-3.7001462;2 baños
1.900 €/mes;Piso en Avenida de Niceto Alcalá Zamora;/alquilar/piso-sanchinarro28050-38338029607_101800/;Sanchinarro (Distrito Hortaleza. Madrid Capital);4 habs.;146 m²;3ª planta;"Se alquila sin muebles, magnifico piso en la calle niceto alcalá zamora.

Si estás interesado en vivir en la zona norte de madrid,...";40.498696966;-3.655763857;2 baños
5.200 €/mes;Piso en calle del Príncipe de Vergara;/alquilar/piso-chamartin_el_viso28006-39233891170_100500/;El Viso (Distrito Chamartín. Madrid Capital);5 habs.;319 m²;5ª planta;"Vivienda con opción de compra: precio estimado 2.000.000€.

Hemic properties  les ofrece esta señorial vivienda en alquiler, entre...";40.438638696;-3.67891213;4 baños
850 €/mes;Estudio en calle de Fray Ceferino González, 7;/alquilar/estudio-centro_embajadores_lavapies28005-42502249033_106000/;Embajadores-Lavapiés (Distrito Centro. Madrid Capital);1 hab.;24 m²;;"Alquiler estudio zona lavapies próximo a universidades reformado de lujo
Nik inversión y gestión, ofrece en exclusiva este estudio...";40.4087;-3.70613;1 baño
3.200 €/mes;Piso en calle del Caballero de Gracia;/alquilar/piso-sol_barrio28013-42510912285_100500/;Sol (Distrito Centro. Madrid Capital);2 habs.;127 m²;2ª planta;"Civitas inmobiliaria ofrece un fantástico apartamento en calle caballero de gracia.

La vivienda está completamente equipada, cuen...";40.4192469;-3.7000127;2 baños
2.700 €/mes;Dúplex en calle de Buganvilla;/alquilar/duplex-castilla28036-42573361297_100500/;Castilla (Distrito Chamartín. Madrid Capital);5 habs.;330 m²;4ª planta;"Precioso ático triplex en zona castilla

Alquiler con opción a compra.
La finca se puede segregar.

Situación inmejorable en zona ...";40.4716657;-3.6774274;5 baños
2.200 €/mes;Piso en calle de Lope de Rueda;/alquilar/piso-ibiza28009-43340533811_101000/;Ibiza (Distrito Retiro. Madrid Capital);2 habs.;101 m²;;"¡Tu hogar en plena ciudad! Piso de 2 dormitorios en urbanización junto al retiro.
Disfruta de la tranquilidad y comodidad en el co...";40.4199465;-3.6775576;2 baños
2.000 €/mes;Piso en Paseo de la Virgen del Puerto;/alquilar/piso-imperial28005-29228616576_512906/;Imperial (Distrito Arganzuela. Madrid Capital);3 habs.;125 m²;1ª planta;"Magnífico piso en el pº de virgen del puerto
Hominn presenta esta fantástica propiedad de 125 m², en pleno barrio de imperial.

La...";40.4046538;-3.7218652;2 baños
1.000 €/mes;Estudio en calle de Martín de los Heros;/alquilar/estudio-moncloa_aravaca_arguelles28008-42589261861_101000/;Argüelles (Distrito Moncloa-Aravaca. Madrid Capital);;40 m²;;Bonito estudio situado al lado de la pza de españa, se entrega totalmente reformado y amueblado,  además dispone de un salón/dormi...;40.4239575;-3.7129874;1 baño
